日期,班次,工序,产线设备,工单号,卡号,料号,计划数,产量,检验数,合格数,不良数
2026-08-25T00:00:00,A,3161 制造六处釘卷,6DD098,SF313-2608000303,23,UK561M200N300AP4APR,1200,1434,1434,1434,0
2026-08-25T00:00:00,A,3161 制造六处釘卷,6DD099,SF313-2608000303,24,UK561M200N300AP4APR,1200,1435,1435,1435,0
2026-08-25T00:00:00,B,3161 制造六处釘卷,6DD098,SF313-2608000303,25,UK561M200N300AP4APR,1200,1400,1400,1400,0
2026-08-25T00:00:00,B,3161 制造六处釘卷,6DD099,SF313-2608000303,26,UK561M200N300AP4APR,1200,1400,1400,1400,0
2026-08-25T00:00:00,B,3161 制造六处釘卷,6DD098,SF313-2608000303,27,UK561M200N300AP4APR,1200,1400,1400,1400,0
2026-08-25T00:00:00,B,3161 制造六处釘卷,6DD099,SF313-2608000303,28,UK561M200N300AP4APR,1200,1400,1400,1400,0
2026-08-25T00:00:00,B,3161 制造六处釘卷,6DD098,SF313-2608000303,29,UK561M200N300AP4APR,1200,1400,1400,1400,0
2026-08-25T00:00:00,B,3161 制造六处釘卷,6DD099,SF313-2608000303,30,UK561M200N300AP4APR,1200,1400,1400,1400,0
2026-08-26T00:00:00,B,3161 制造六处釘卷,6DD098,SF313-2608000303,31,UK561M200N300AP4APR,1200,1200,1200,1200,0
2026-08-26T00:00:00,B,3161 制造六处釘卷,6DD099,SF313-2608000303,32,UK561M200N300AP4APR,1200,1200,1200,1200,0
2026-08-26T00:00:00,A,3161 制造六处釘卷,6DD098,SF313-2608000303,33,UK561M200N300AP4APR,1200,1434,1434,1434,0
2026-08-26T00:00:00,A,3161 制造六处釘卷,6DD099,SF313-2608000303,34,UK561M200N300AP4APR,1200,1416,1416,1416,0
2026-08-26T00:00:00,A,3161 制造六处釘卷,6DD098,SF313-2608000303,35,UK561M200N300AP4APR,1200,1433,1433,1433,0
2026-08-26T00:00:00,A,3161 制造六处釘卷,6DD099,SF313-2608000303,36,UK561M200N300AP4APR,1200,1424,1424,1424,0
2026-08-26T00:00:00,B,3161 制造六处釘卷,6DD098,SF313-2608000303,37,UK561M200N300AP4APR,1200,1400,1400,1400,0
2026-08-26T00:00:00,B,3161 制造六处釘卷,6DD099,SF313-2608000303,38,UK561M200N300AP4APR,1200,1400,1400,1400,0
2026-08-26T00:00:00,B,3161 制造六处釘卷,6DD098,SF313-2608000303,39,UK561M200N300AP4APR,1200,1400,1400,1400,0
2026-08-27T00:00:00,B,3161 制造六处釘卷,6DD099,SF313-2608000303,40,UK561M200N300AP4APR,1200,1400,1400,1400,0
2026-08-27T00:00:00,B,3161 制造六处釘卷,6DD098,SF313-2608000303,41,UK561M200N300AP4APR,1200,1400,1400,1400,0
2026-08-27T00:00:00,B,3161 制造六处釘卷,6DD099,SF313-2608000303,42,UK561M200N300AP4APR,1200,1126,1126,1126,0
2026-08-24T00:00:00,A,3162 制造六处自动组立套胶,6B0032,SF313-2608000303,1,UK561M200N300AP4APR,1200,1200,1200,1200,0
2026-08-25T00:00:00,A,3162 制造六处自动组立套胶,6B0009,SF313-2608000303,2,UK561M200N300AP4APR,1197,1197,1197,1197,0
2026-08-24T00:00:00,A,3162 制造六处自动组立套胶,6B0032,SF313-2608000303,3,UK561M200N300AP4APR,1200,1200,1200,1200,0
2026-08-25T00:00:00,A,3162 制造六处自动组立套胶,6B0009,SF313-2608000303,4,UK561M200N300AP4APR,1183,1183,1183,1183,0
2026-08-25T00:00:00,A,3162 制造六处自动组立套胶,6B0009,SF313-2608000303,5,UK561M200N300AP4APR,1185,1185,1185,1185,0
2026-08-24T00:00:00,A,3162 制造六处自动组立套胶,6B0032,SF313-2608000303,6,UK561M200N300AP4APR,1200,1200,1200,1200,0
2026-08-25T00:00:00,B,3162 制造六处自动组立套胶,6B0009,SF313-2608000303,7,UK561M200N300AP4APR,1184,1184,1184,1184,0
2026-08-25T00:00:00,B,3162 制造六处自动组立套胶,6B0032,SF313-2608000303,8,UK561M200N300AP4APR,1432,1432,1432,1432,0
2026-08-25T00:00:00,A,3162 制造六处自动组立套胶,6B0012,SF313-2608000303,9,UK561M200N300AP4APR,1173,1173,1173,1173,0
2026-08-25T00:00:00,B,3162 制造六处自动组立套胶,6B0032,SF313-2608000303,10,UK561M200N300AP4APR,1439,1439,1439,1439,0
2026-08-24T00:00:00,A,3162 制造六处自动组立套胶,6B0032,SF313-2608000303,11,UK561M200N300AP4APR,1435,1435,1435,1435,0
2026-08-25T00:00:00,B,3162 制造六处自动组立套胶,6B0032,SF313-2608000303,12,UK561M200N300AP4APR,1200,1200,1200,1200,0
2026-08-25T00:00:00,B,3162 制造六处自动组立套胶,6B0032,SF313-2608000303,13,UK561M200N300AP4APR,1200,1200,1200,1200,0
2026-08-25T00:00:00,B,3162 制造六处自动组立套胶,6B0032,SF313-2608000303,14,UK561M200N300AP4APR,1200,1200,1200,1200,0
2026-08-25T00:00:00,B,3162 制造六处自动组立套胶,6B0032,SF313-2608000303,15,UK561M200N300AP4APR,1200,1200,1200,1200,0
2026-08-25T00:00:00,A,3162 制造六处自动组立套胶,6B0032,SF313-2608000303,16,UK561M200N300AP4APR,1200,1200,1200,1200,0
2026-08-25T00:00:00,A,3162 制造六处自动组立套胶,6B0032,SF313-2608000303,17,UK561M200N300AP4APR,1200,1200,1200,1200,0
2026-08-27T00:00:00,B,3162 制造六处自动组立套胶,6B0012,SF313-2608000303,18,UK561M200N300AP4APR,1205,1205,1205,1205,0
2026-08-27T00:00:00,B,3162 制造六处自动组立套胶,6B0012,SF313-2608000303,19,UK561M200N300AP4APR,1239,1239,1239,1239,0
2026-08-25T00:00:00,A,3162 制造六处自动组立套胶,6B0032,SF313-2608000303,20,UK561M200N300AP4APR,1437,1437,1437,1437,0
2026-08-25T00:00:00,A,3162 制造六处自动组立套胶,6B0032,SF313-2608000303,21,UK561M200N300AP4APR,1438,1438,1438,1438,0
2026-08-25T00:00:00,A,3162 制造六处自动组立套胶,6B0032,SF313-2608000303,22,UK561M200N300AP4APR,1428,1428,1428,1428,0
2026-08-25T00:00:00,A,3162 制造六处自动组立套胶,6B0032,SF313-2608000303,23,UK561M200N300AP4APR,1434,1434,1434,1434,0
2026-08-26T00:00:00,B,3162 制造六处自动组立套胶,6B0032,SF313-2608000303,24,UK561M200N300AP4APR,1435,1435,1435,1435,0
2026-08-26T00:00:00,B,3162 制造六处自动组立套胶,6B0032,SF313-2608000303,25,UK561M200N300AP4APR,1400,1400,1400,1400,0
2026-08-26T00:00:00,B,3162 制造六处自动组立套胶,6B0032,SF313-2608000303,26,UK561M200N300AP4APR,1400,1400,1400,1400,0
2026-08-26T00:00:00,B,3162 制造六处自动组立套胶,6B0032,SF313-2608000303,27,UK561M200N300AP4APR,1400,1400,1400,1400,0
2026-08-26T00:00:00,B,3162 制造六处自动组立套胶,6B0032,SF313-2608000303,28,UK561M200N300AP4APR,1400,1400,1400,1400,0
2026-08-26T00:00:00,A,3162 制造六处自动组立套胶,6B0032,SF313-2608000303,29,UK561M200N300AP4APR,1400,1400,1400,1400,0
2026-08-26T00:00:00,A,3162 制造六处自动组立套胶,6B0032,SF313-2608000303,30,UK561M200N300AP4APR,1400,1400,1400,1400,0
2026-08-31T00:00:00,A,3162 制造六处自动组立套胶,6B0007,SF313-2608000303,31,UK561M200N300AP4APR,1200,1200,1200,1200,0
2026-08-28T00:00:00,A,3162 制造六处自动组立套胶,6B0007,SF313-2608000303,32,UK561M200N300AP4APR,1200,1200,1200,1200,0
2026-08-26T00:00:00,A,3162 制造六处自动组立套胶,6B0032,SF313-2608000303,33,UK561M200N300AP4APR,1434,1434,1434,1434,0
2026-08-26T00:00:00,A,3162 制造六处自动组立套胶,6B0032,SF313-2608000303,34,UK561M200N300AP4APR,1416,1416,1416,1416,0
2026-08-27T00:00:00,A,3162 制造六处自动组立套胶,6B0032,SF313-2608000303,35,UK561M200N300AP4APR,1433,1433,1433,1433,0
2026-08-27T00:00:00,B,3162 制造六处自动组立套胶,6B0032,SF313-2608000303,36,UK561M200N300AP4APR,1424,1424,1424,1424,0
2026-08-27T00:00:00,B,3162 制造六处自动组立套胶,6B0032,SF313-2608000303,37,UK561M200N300AP4APR,1400,1400,1400,1400,0
2026-08-27T00:00:00,B,3162 制造六处自动组立套胶,6B0032,SF313-2608000303,38,UK561M200N300AP4APR,1400,1400,1400,1400,0
2026-08-27T00:00:00,B,3162 制造六处自动组立套胶,6B0032,SF313-2608000303,39,UK561M200N300AP4APR,1400,1400,1400,1400,0
2026-08-27T00:00:00,B,3162 制造六处自动组立套胶,6B0032,SF313-2608000303,40,UK561M200N300AP4APR,1400,1400,1400,1400,0
2026-08-27T00:00:00,A,3162 制造六处自动组立套胶,6B0032,SF313-2608000303,41,UK561M200N300AP4APR,1400,1400,1400,1400,0
2026-09-05T00:00:00,A,3162 制造六处自动组立套胶,6B0012,SF313-2608000303,42,UK561M200N300AP4APR,1126,1126,1126,1126,0
2026-08-25T00:00:00,A,3164 制造六处老化选别,6D0015,SF313-2608000303,1,UK561M200N300AP4APR,1200,1197,1200,1197,3
2026-08-26T00:00:00,A,3164 制造六处老化选别,6D0005,SF313-2608000303,2,UK561M200N300AP4APR,1197,1191,1197,1191,6
2026-08-25T00:00:00,B,3164 制造六处老化选别,6D0005,SF313-2608000303,3,UK561M200N300AP4APR,1200,1183,1200,1183,17
2026-08-26T00:00:00,A,3164 制造六处老化选别,6D0005,SF313-2608000303,4,UK561M200N300AP4APR,1183,1180,1183,1180,3
2026-08-26T00:00:00,A,3164 制造六处老化选别,6D0005,SF313-2608000303,5,UK561M200N300AP4APR,1185,1184,1185,1184,1
2026-08-25T00:00:00,A,3164 制造六处老化选别,6D0005,SF313-2608000303,6,UK561M200N300AP4APR,1200,1190,1200,1190,10
2026-08-25T00:00:00,B,3164 制造六处老化选别,6D0009,SF313-2608000303,7,UK561M200N300AP4APR,1184,1169,1184,1169,15
2026-08-25T00:00:00,A,3164 制造六处老化选别,6D0015,SF313-2608000303,8,UK561M200N300AP4APR,1432,1418,1432,1418,14
2026-08-27T00:00:00,A,3164 制造六处老化选别,6D0005,SF313-2608000303,9,UK561M200N300AP4APR,1173,1163,1173,1163,10
2026-08-25T00:00:00,A,3164 制造六处老化选别,6D0015,SF313-2608000303,10,UK561M200N300AP4APR,1439,1435,1439,1435,4
2026-08-25T00:00:00,A,3164 制造六处老化选别,6D0015,SF313-2608000303,11,UK561M200N300AP4APR,1435,1431,1435,1431,4
2026-08-25T00:00:00,A,3164 制造六处老化选别,6D0015,SF313-2608000303,12,UK561M200N300AP4APR,1200,1199,1200,1199,1
2026-08-25T00:00:00,A,3164 制造六处老化选别,6D0015,SF313-2608000303,13,UK561M200N300AP4APR,1200,1198,1200,1198,2
2026-08-26T00:00:00,A,3164 制造六处老化选别,6D0015,SF313-2608000303,14,UK561M200N300AP4APR,1200,1193,1200,1193,7
2026-08-26T00:00:00,A,3164 制造六处老化选别,6D0015,SF313-2608000303,15,UK561M200N300AP4APR,1200,1178,1200,1178,22
2026-08-26T00:00:00,B,3164 制造六处老化选别,6D0015,SF313-2608000303,16,UK561M200N300AP4APR,1200,1197,1200,1197,3
2026-08-26T00:00:00,B,3164 制造六处老化选别,6D0015,SF313-2608000303,17,UK561M200N300AP4APR,1200,1190,1200,1190,10
2026-08-27T00:00:00,B,3164 制造六处老化选别,6D0005,SF313-2608000303,18,UK561M200N300AP4APR,1205,1197,1205,1197,8
2026-08-27T00:00:00,B,3164 制造六处老化选别,6D0005,SF313-2608000303,19,UK561M200N300AP4APR,1239,1232,1239,1232,7
2026-08-26T00:00:00,A,3164 制造六处老化选别,6D0015,SF313-2608000303,20,UK561M200N300AP4APR,1437,1431,1437,1431,6
2026-08-26T00:00:00,A,3164 制造六处老化选别,6D0015,SF313-2608000303,21,UK561M200N300AP4APR,1438,1428,1438,1428,10
2026-08-26T00:00:00,B,3164 制造六处老化选别,6D0015,SF313-2608000303,22,UK561M200N300AP4APR,1428,1425,1428,1425,3
2026-08-26T00:00:00,B,3164 制造六处老化选别,6D0015,SF313-2608000303,23,UK561M200N300AP4APR,1434,1429,1434,1429,5
2026-08-26T00:00:00,A,3164 制造六处老化选别,6D0015,SF313-2608000303,24,UK561M200N300AP4APR,1435,1435,1435,1435,0
2026-08-26T00:00:00,A,3164 制造六处老化选别,6D0015,SF313-2608000303,25,UK561M200N300AP4APR,1400,1397,1400,1397,3
2026-08-27T00:00:00,B,3164 制造六处老化选别,6D0015,SF313-2608000303,26,UK561M200N300AP4APR,1400,1396,1400,1396,4
2026-08-26T00:00:00,A,3164 制造六处老化选别,6D0015,SF313-2608000303,27,UK561M200N300AP4APR,1400,1391,1400,1391,9
2026-08-27T00:00:00,B,3164 制造六处老化选别,6D0015,SF313-2608000303,28,UK561M200N300AP4APR,1400,1394,1400,1394,6
2026-08-27T00:00:00,A,3164 制造六处老化选别,6D0015,SF313-2608000303,29,UK561M200N300AP4APR,1400,1378,1400,1378,22
2026-08-27T00:00:00,A,3164 制造六处老化选别,6D0015,SF313-2608000303,30,UK561M200N300AP4APR,1400,1396,1400,1396,4
2026-09-02T00:00:00,A,3164 制造六处老化选别,6D0005,SF313-2608000303,31,UK561M200N300AP4APR,1200,1187,1200,1187,13
2026-08-29T00:00:00,B,3164 制造六处老化选别,6D0005,SF313-2608000303,32,UK561M200N300AP4APR,1200,1191,1200,1191,9
2026-08-27T00:00:00,B,3164 制造六处老化选别,6D0015,SF313-2608000303,33,UK561M200N300AP4APR,1434,1429,1434,1429,5
2026-08-27T00:00:00,B,3164 制造六处老化选别,6D0015,SF313-2608000303,34,UK561M200N300AP4APR,1416,1416,1416,1416,0
2026-08-27T00:00:00,A,3164 制造六处老化选别,6D0015,SF313-2608000303,35,UK561M200N300AP4APR,1433,1433,1433,1433,0
2026-08-28T00:00:00,B,3164 制造六处老化选别,6D0015,SF313-2608000303,36,UK561M200N300AP4APR,1424,1420,1424,1420,4
2026-08-27T00:00:00,A,3164 制造六处老化选别,6D0015,SF313-2608000303,37,UK561M200N300AP4APR,1400,1377,1400,1377,23
2026-08-27T00:00:00,A,3164 制造六处老化选别,6D0015,SF313-2608000303,38,UK561M200N300AP4APR,1400,1378,1400,1378,22
2026-08-27T00:00:00,B,3164 制造六处老化选别,6D0015,SF313-2608000303,39,UK561M200N300AP4APR,1400,1377,1400,1377,23
2026-08-27T00:00:00,B,3164 制造六处老化选别,6D0015,SF313-2608000303,40,UK561M200N300AP4APR,1400,1371,1400,1371,29
2026-08-28T00:00:00,B,3164 制造六处老化选别,6D0015,SF313-2608000303,41,UK561M200N300AP4APR,1400,1392,1400,1392,8
2026-09-07T00:00:00,B,3164 制造六处老化选别,6D0005,SF313-2608000303,42,UK561M200N300AP4APR,1126,1111,1126,1111,15
2026-08-25T00:00:00,B,3161 制造六处釘卷,6DD119,SF313-2608000304,1,UK561M200N300AP4APR,1200,1241,1241,1241,0
2026-08-25T00:00:00,B,3161 制造六处釘卷,6DD119,SF313-2608000304,2,UK561M200N300AP4APR,1200,1244,1244,1244,0
2026-08-25T00:00:00,B,3161 制造六处釘卷,6DD119,SF313-2608000304,3,UK561M200N300AP4APR,1200,1248,1248,1248,0
2026-08-25T00:00:00,A,3161 制造六处釘卷,6DD119,SF313-2608000304,4,UK561M200N300AP4APR,1200,1225,1225,1225,0
2026-08-25T00:00:00,B,3161 制造六处釘卷,6DD119,SF313-2608000304,5,UK561M200N300AP4APR,1200,1140,1140,1140,0
2026-08-26T00:00:00,B,3161 制造六处釘卷,6DD119,SF313-2608000304,6,UK561M200N300AP4APR,1200,1162,1162,1162,0
2026-08-24T00:00:00,B,3161 制造六处釘卷,6DD117,SF313-2608000304,7,UK561M200N300AP4APR,1200,1240,1240,1240,0
2026-08-26T00:00:00,B,3161 制造六处釘卷,6DD119,SF313-2608000304,8,UK561M200N300AP4APR,1200,1159,1159,1159,0
2026-08-25T00:00:00,B,3161 制造六处釘卷,6DD117,SF313-2608000304,9,UK561M200N300AP4APR,1200,1253,1253,1253,0
2026-08-26T00:00:00,B,3161 制造六处釘卷,6DD119,SF313-2608000304,10,UK561M200N300AP4APR,1200,1197,1197,1197,0
2026-08-26T00:00:00,A,3161 制造六处釘卷,6DD117,SF313-2608000304,11,UK561M200N300AP4APR,1200,1163,1163,1163,0
2026-08-26T00:00:00,B,3161 制造六处釘卷,6DD119,SF313-2608000304,12,UK561M200N300AP4APR,1200,1187,1187,1187,0
2026-08-26T00:00:00,A,3161 制造六处釘卷,6DD117,SF313-2608000304,13,UK561M200N300AP4APR,1200,1189,1189,1189,0
2026-08-26T00:00:00,A,3161 制造六处釘卷,6DD119,SF313-2608000304,14,UK561M200N300AP4APR,1200,1234,1234,1234,0
2026-08-27T00:00:00,B,3161 制造六处釘卷,6DD117,SF313-2608000304,15,UK561M200N300AP4APR,1200,1247,1247,1247,0
2026-08-26T00:00:00,B,3161 制造六处釘卷,6DD119,SF313-2608000304,16,UK561M200N300AP4APR,1200,1242,1242,1242,0
2026-08-27T00:00:00,A,3161 制造六处釘卷,6DD117,SF313-2608000304,17,UK561M200N300AP4APR,1200,1243,1243,1243,0
2026-08-27T00:00:00,B,3161 制造六处釘卷,6DD119,SF313-2608000304,18,UK561M200N300AP4APR,1200,1236,1236,1236,0
2026-08-27T00:00:00,A,3161 制造六处釘卷,6DD117,SF313-2608000304,19,UK561M200N300AP4APR,1200,1220,1220,1220,0
2026-08-27T00:00:00,B,3161 制造六处釘卷,6DD119,SF313-2608000304,20,UK561M200N300AP4APR,1200,1251,1251,1251,0
2026-08-27T00:00:00,B,3161 制造六处釘卷,6DD117,SF313-2608000304,21,UK561M200N300AP4APR,1200,1256,1256,1256,0
2026-08-27T00:00:00,B,3161 制造六处釘卷,6DD119,SF313-2608000304,22,UK561M200N300AP4APR,1200,1246,1246,1246,0
2026-08-28T00:00:00,B,3161 制造六处釘卷,6DD117,SF313-2608000304,23,UK561M200N300AP4APR,1200,1252,1252,1252,0
2026-08-27T00:00:00,B,3161 制造六处釘卷,6DD119,SF313-2608000304,24,UK561M200N300AP4APR,1200,1248,1248,1248,0
2026-08-28T00:00:00,B,3161 制造六处釘卷,6DD117,SF313-2608000304,25,UK561M200N300AP4APR,1200,1200,1200,1200,0
2026-08-28T00:00:00,B,3161 制造六处釘卷,6DD119,SF313-2608000304,26,UK561M200N300AP4APR,1200,1186,1186,1186,0
2026-08-28T00:00:00,A,3161 制造六处釘卷,6DD117,SF313-2608000304,27,UK561M200N300AP4APR,1200,1167,1167,1167,0
2026-08-28T00:00:00,A,3161 制造六处釘卷,6DD119,SF313-2608000304,28,UK561M200N300AP4APR,1200,1155,1155,1155,0
2026-08-29T00:00:00,B,3161 制造六处釘卷,6DD117,SF313-2608000304,29,UK561M200N300AP4APR,1200,955,955,955,0
2026-08-28T00:00:00,B,3161 制造六处釘卷,6DD119,SF313-2608000304,30,UK561M200N300AP4APR,1200,1199,1199,1199,0
2026-08-29T00:00:00,B,3161 制造六处釘卷,6DD117,SF313-2608000304,31,UK561M200N300AP4APR,1200,1178,1178,1178,0
2026-08-28T00:00:00,B,3161 制造六处釘卷,6DD119,SF313-2608000304,32,UK561M200N300AP4APR,1200,1195,1195,1195,0
2026-08-29T00:00:00,B,3161 制造六处釘卷,6DD117,SF313-2608000304,33,UK561M200N300AP4APR,1200,1171,1171,1171,0
2026-08-29T00:00:00,B,3161 制造六处釘卷,6DD119,SF313-2608000304,34,UK561M200N300AP4APR,1200,1189,1189,1189,0
2026-08-29T00:00:00,B,3161 制造六处釘卷,6DD117,SF313-2608000304,35,UK561M200N300AP4APR,1200,1147,1147,1147,0
2026-08-29T00:00:00,B,3161 制造六处釘卷,6DD119,SF313-2608000304,36,UK561M200N300AP4APR,1200,1178,1178,1178,0
2026-08-26T00:00:00,B,3162 制造六处自动组立套胶,6B0012,SF313-2608000304,1,UK561M200N300AP4APR,1241,1241,1241,1241,0
2026-08-26T00:00:00,B,3162 制造六处自动组立套胶,6B0012,SF313-2608000304,2,UK561M200N300AP4APR,1244,1244,1244,1244,0
2026-08-26T00:00:00,B,3162 制造六处自动组立套胶,6B0012,SF313-2608000304,3,UK561M200N300AP4APR,1248,1248,1248,1248,0
2026-08-26T00:00:00,A,3162 制造六处自动组立套胶,6B0012,SF313-2608000304,4,UK561M200N300AP4APR,1225,1225,1225,1225,0
2026-08-28T00:00:00,A,3162 制造六处自动组立套胶,6B0007,SF313-2608000304,5,UK561M200N300AP4APR,1140,1140,1140,1140,0
2026-08-28T00:00:00,A,3162 制造六处自动组立套胶,6B0007,SF313-2608000304,6,UK561M200N300AP4APR,1162,1162,1162,1162,0
2026-08-26T00:00:00,B,3162 制造六处自动组立套胶,6B0012,SF313-2608000304,7,UK561M200N300AP4APR,1240,1240,1240,1240,0
2026-08-29T00:00:00,B,3162 制造六处自动组立套胶,6B0007,SF313-2608000304,8,UK561M200N300AP4APR,1159,1159,1159,1159,0
2026-08-26T00:00:00,B,3162 制造六处自动组立套胶,6B0012,SF313-2608000304,9,UK561M200N300AP4APR,1253,1253,1253,1253,0
2026-08-28T00:00:00,B,3162 制造六处自动组立套胶,6B0007,SF313-2608000304,10,UK561M200N300AP4APR,1197,1197,1197,1197,0
2026-08-27T00:00:00,A,3162 制造六处自动组立套胶,6B0012,SF313-2608000304,11,UK561M200N300AP4APR,1163,1163,1163,1163,0
2026-08-28T00:00:00,A,3162 制造六处自动组立套胶,6B0007,SF313-2608000304,12,UK561M200N300AP4APR,1187,1187,1187,1187,0
2026-08-27T00:00:00,B,3162 制造六处自动组立套胶,6B0007,SF313-2608000304,13,UK561M200N300AP4APR,1189,1189,1189,1189,0
2026-08-27T00:00:00,B,3162 制造六处自动组立套胶,6B0007,SF313-2608000304,14,UK561M200N300AP4APR,1234,1234,1234,1234,0
2026-08-28T00:00:00,B,3162 制造六处自动组立套胶,6B0007,SF313-2608000304,15,UK561M200N300AP4APR,1247,1247,1247,1247,0
2026-08-28T00:00:00,B,3162 制造六处自动组立套胶,6B0007,SF313-2608000304,16,UK561M200N300AP4APR,1242,1242,1242,1242,0
2026-08-28T00:00:00,A,3162 制造六处自动组立套胶,6B0007,SF313-2608000304,17,UK561M200N300AP4APR,1243,1243,1243,1243,0
2026-08-28T00:00:00,A,3162 制造六处自动组立套胶,6B0007,SF313-2608000304,18,UK561M200N300AP4APR,1236,1236,1236,1236,0
2026-08-28T00:00:00,A,3162 制造六处自动组立套胶,6B0007,SF313-2608000304,19,UK561M200N300AP4APR,1220,1220,1220,1220,0
2026-08-30T00:00:00,B,3162 制造六处自动组立套胶,6B0007,SF313-2608000304,20,UK561M200N300AP4APR,1251,1251,1251,1251,0
2026-08-31T00:00:00,A,3162 制造六处自动组立套胶,6B0007,SF313-2608000304,21,UK561M200N300AP4APR,1256,1256,1256,1256,0
2026-08-28T00:00:00,B,3162 制造六处自动组立套胶,6B0007,SF313-2608000304,22,UK561M200N300AP4APR,1246,1246,1246,1246,0
2026-08-30T00:00:00,A,3162 制造六处自动组立套胶,6B0007,SF313-2608000304,23,UK561M200N300AP4APR,1252,1252,1252,1252,0
2026-08-30T00:00:00,A,3162 制造六处自动组立套胶,6B0007,SF313-2608000304,24,UK561M200N300AP4APR,1248,1248,1248,1248,0
2026-08-30T00:00:00,B,3162 制造六处自动组立套胶,6B0007,SF313-2608000304,25,UK561M200N300AP4APR,1200,1200,1200,1200,0
2026-08-30T00:00:00,B,3162 制造六处自动组立套胶,6B0007,SF313-2608000304,26,UK561M200N300AP4APR,1186,1186,1186,1186,0
2026-08-31T00:00:00,A,3162 制造六处自动组立套胶,6B0007,SF313-2608000304,27,UK561M200N300AP4APR,1167,1167,1167,1167,0
2026-08-29T00:00:00,B,3162 制造六处自动组立套胶,6B0007,SF313-2608000304,28,UK561M200N300AP4APR,1155,1155,1155,1155,0
2026-09-02T00:00:00,A,3162 制造六处自动组立套胶,6B0009,SF313-2608000304,29,UK561M200N300AP4APR,955,955,955,955,0
2026-08-30T00:00:00,B,3162 制造六处自动组立套胶,6B0012,SF313-2608000304,30,UK561M200N300AP4APR,1199,1199,1199,1199,0
2026-08-31T00:00:00,A,3162 制造六处自动组立套胶,6B0012,SF313-2608000304,31,UK561M200N300AP4APR,1178,1178,1178,1178,0
2026-08-30T00:00:00,B,3162 制造六处自动组立套胶,6B0012,SF313-2608000304,32,UK561M200N300AP4APR,1195,1195,1195,1195,0
2026-08-30T00:00:00,B,3162 制造六处自动组立套胶,6B0012,SF313-2608000304,33,UK561M200N300AP4APR,1171,1171,1171,1171,0
2026-08-30T00:00:00,B,3162 制造六处自动组立套胶,6B0012,SF313-2608000304,34,UK561M200N300AP4APR,1189,1189,1189,1189,0
2026-08-31T00:00:00,A,3162 制造六处自动组立套胶,6B0007,SF313-2608000304,35,UK561M200N300AP4APR,1147,1147,1147,1147,0
2026-09-01T00:00:00,A,3162 制造六处自动组立套胶,6B0009,SF313-2608000304,36,UK561M200N300AP4APR,1178,1178,1178,1178,0
2026-08-27T00:00:00,A,3164 制造六处老化选别,6D0005,SF313-2608000304,1,UK561M200N300AP4APR,1241,1233,1241,1233,8
2026-08-27T00:00:00,A,3164 制造六处老化选别,6D0005,SF313-2608000304,2,UK561M200N300AP4APR,1244,1235,1244,1235,9
2026-08-26T00:00:00,B,3164 制造六处老化选别,6D0015,SF313-2608000304,3,UK561M200N300AP4APR,1248,1247,1248,1247,1
2026-08-27T00:00:00,B,3164 制造六处老化选别,6D0005,SF313-2608000304,4,UK561M200N300AP4APR,1225,1220,1225,1220,5
2026-08-29T00:00:00,B,3164 制造六处老化选别,6D0005,SF313-2608000304,5,UK561M200N300AP4APR,1140,1134,1140,1134,6
2026-08-29T00:00:00,B,3164 制造六处老化选别,6D0005,SF313-2608000304,6,UK561M200N300AP4APR,1162,1156,1162,1156,6
2026-08-27T00:00:00,A,3164 制造六处老化选别,6D0015,SF313-2608000304,7,UK561M200N300AP4APR,1240,1238,1240,1238,2
2026-09-01T00:00:00,A,3164 制造六处老化选别,6D0005,SF313-2608000304,8,UK561M200N300AP4APR,1159,1159,1159,1159,0
2026-08-26T00:00:00,B,3164 制造六处老化选别,6D0015,SF313-2608000304,9,UK561M200N300AP4APR,1253,1244,1253,1244,9
2026-08-29T00:00:00,A,3164 制造六处老化选别,6D0005,SF313-2608000304,10,UK561M200N300AP4APR,1197,1188,1197,1188,9
2026-08-28T00:00:00,B,3164 制造六处老化选别,6D0005,SF313-2608000304,11,UK561M200N300AP4APR,1163,1152,1163,1152,11
2026-08-29T00:00:00,A,3164 制造六处老化选别,6D0005,SF313-2608000304,12,UK561M200N300AP4APR,1187,1177,1187,1177,10
2026-08-28T00:00:00,B,3164 制造六处老化选别,6D0005,SF313-2608000304,13,UK561M200N300AP4APR,1189,1175,1189,1175,14
2026-08-28T00:00:00,B,3164 制造六处老化选别,6D0005,SF313-2608000304,14,UK561M200N300AP4APR,1234,1220,1234,1220,14
2026-08-28T00:00:00,B,3164 制造六处老化选别,6D0005,SF313-2608000304,15,UK561M200N300AP4APR,1247,1245,1247,1245,2
2026-08-29T00:00:00,B,3164 制造六处老化选别,6D0005,SF313-2608000304,16,UK561M200N300AP4APR,1242,1237,1242,1237,5
2026-08-29T00:00:00,B,3164 制造六处老化选别,6D0005,SF313-2608000304,17,UK561M200N300AP4APR,1243,1221,1243,1221,22
2026-08-29T00:00:00,B,3164 制造六处老化选别,6D0005,SF313-2608000304,18,UK561M200N300AP4APR,1236,1221,1236,1221,15
2026-08-29T00:00:00,A,3164 制造六处老化选别,6D0005,SF313-2608000304,19,UK561M200N300AP4APR,1220,1218,1220,1218,2
2026-09-02T00:00:00,B,3164 制造六处老化选别,6D0005,SF313-2608000304,21,UK561M200N300AP4APR,1256,1245,1256,1245,11
