日期,班次,工序,电表名称,开始时间,结束时间,用电量（kWh）
2026-09-01,A,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-01T11:00:00,2026-09-01T12:00:00,34.706
2026-09-01,A,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-01T12:00:00,2026-09-01T13:00:00,36.359
2026-09-01,A,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-01T13:00:00,2026-09-01T14:00:00,34.375
2026-09-01,A,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-01T14:00:00,2026-09-01T15:00:00,32.392
2026-09-01,A,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-01T15:00:00,2026-09-01T16:00:00,33.053
2026-09-01,A,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-01T16:00:00,2026-09-01T17:00:00,35.697
2026-09-01,A,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-01T17:00:00,2026-09-01T18:00:00,34.706
2026-09-01,A,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-01T18:00:00,2026-09-01T19:00:00,32.062
2026-09-01,A,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-01T19:00:00,2026-09-01T20:00:00,31.731
2026-09-01,A,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-01T08:00:00,2026-09-01T09:00:00,13.474
2026-09-01,A,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-01T09:00:00,2026-09-01T10:00:00,14.583
2026-09-01,A,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-01T10:00:00,2026-09-01T11:00:00,15.852
2026-09-01,A,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-01T11:00:00,2026-09-01T12:00:00,16.644
2026-09-01,A,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-01T12:00:00,2026-09-01T13:00:00,17.437
2026-09-01,A,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-01T13:00:00,2026-09-01T14:00:00,16.486
2026-09-01,A,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-01T14:00:00,2026-09-01T15:00:00,15.535
2026-09-01,A,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-01T15:00:00,2026-09-01T16:00:00,15.852
2026-09-01,A,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-01T16:00:00,2026-09-01T17:00:00,17.12
2026-09-01,A,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-01T17:00:00,2026-09-01T18:00:00,16.644
2026-09-01,A,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-01T18:00:00,2026-09-01T19:00:00,15.376
2026-09-01,A,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-01T19:00:00,2026-09-01T20:00:00,15.218
2026-09-01,B,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-01T20:00:00,2026-09-01T21:00:00,26.305
2026-09-01,B,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-01T21:00:00,2026-09-01T22:00:00,28.472
2026-09-01,B,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-01T22:00:00,2026-09-01T23:00:00,30.948
2026-09-01,B,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-01T23:00:00,2026-09-02T00:00:00,32.495
2026-09-01,B,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-02T00:00:00,2026-09-02T01:00:00,34.042
2026-09-01,B,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-02T01:00:00,2026-09-02T02:00:00,32.185
2026-09-01,B,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-02T02:00:00,2026-09-02T03:00:00,30.329
2026-09-01,B,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-02T03:00:00,2026-09-02T04:00:00,30.947
2026-09-01,B,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-02T04:00:00,2026-09-02T05:00:00,33.423
2026-09-01,B,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-02T05:00:00,2026-09-02T06:00:00,32.495
2026-09-01,B,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-02T06:00:00,2026-09-02T07:00:00,30.019
2026-09-01,B,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-02T07:00:00,2026-09-02T08:00:00,29.71
2026-09-01,B,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-01T20:00:00,2026-09-01T21:00:00,12.616
2026-09-01,B,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-01T21:00:00,2026-09-01T22:00:00,13.654
2026-09-01,B,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-01T22:00:00,2026-09-01T23:00:00,14.842
2026-09-01,B,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-01T23:00:00,2026-09-02T00:00:00,15.584
2026-09-01,B,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-02T00:00:00,2026-09-02T01:00:00,16.326
2026-09-01,B,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-02T01:00:00,2026-09-02T02:00:00,15.436
2026-09-01,B,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-02T02:00:00,2026-09-02T03:00:00,14.545
2026-09-01,B,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-02T03:00:00,2026-09-02T04:00:00,14.842
2026-09-01,B,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-02T04:00:00,2026-09-02T05:00:00,16.029
2026-09-01,B,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-02T05:00:00,2026-09-02T06:00:00,15.584
2026-09-01,B,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-02T06:00:00,2026-09-02T07:00:00,14.397
2026-09-01,B,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-02T07:00:00,2026-09-02T08:00:00,14.248
2026-09-02,A,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-02T08:00:00,2026-09-02T09:00:00,38.786
2026-09-02,A,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-02T09:00:00,2026-09-02T10:00:00,41.981
2026-09-02,A,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-02T10:00:00,2026-09-02T11:00:00,45.631
2026-09-02,A,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-02T11:00:00,2026-09-02T12:00:00,47.913
2026-09-02,A,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-02T12:00:00,2026-09-02T13:00:00,50.194
2026-09-02,A,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-02T13:00:00,2026-09-02T14:00:00,47.456
2026-09-02,A,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-02T14:00:00,2026-09-02T15:00:00,44.718
2026-09-02,A,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-02T15:00:00,2026-09-02T16:00:00,45.631
2026-09-02,A,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-02T16:00:00,2026-09-02T17:00:00,49.282
2026-09-02,A,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-02T17:00:00,2026-09-02T18:00:00,47.913
2026-09-02,A,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-02T18:00:00,2026-09-02T19:00:00,44.262
2026-09-02,A,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-02T19:00:00,2026-09-02T20:00:00,43.806
2026-09-02,A,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-02T08:00:00,2026-09-02T09:00:00,18.602
2026-09-02,A,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-02T09:00:00,2026-09-02T10:00:00,20.133
2026-09-02,A,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-02T10:00:00,2026-09-02T11:00:00,21.884
2026-09-02,A,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-02T11:00:00,2026-09-02T12:00:00,22.978
2026-09-02,A,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-02T12:00:00,2026-09-02T13:00:00,24.072
2026-09-02,A,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-02T13:00:00,2026-09-02T14:00:00,22.759
2026-09-02,A,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-02T14:00:00,2026-09-02T15:00:00,21.446
2026-09-02,A,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-02T15:00:00,2026-09-02T16:00:00,21.884
2026-09-02,A,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-02T16:00:00,2026-09-02T17:00:00,23.635
2026-09-02,A,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-02T17:00:00,2026-09-02T18:00:00,22.978
2026-09-02,A,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-02T18:00:00,2026-09-02T19:00:00,21.228
2026-09-02,A,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-02T19:00:00,2026-09-02T20:00:00,21.009
2026-09-02,B,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-02T20:00:00,2026-09-02T21:00:00,65.151
2026-09-02,B,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-02T21:00:00,2026-09-02T22:00:00,68.983
2026-09-02,B,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-02T22:00:00,2026-09-02T23:00:00,130.301
2026-09-02,B,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-02T23:00:00,2026-09-03T00:00:00,141.798
2026-09-02,B,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-03T00:00:00,2026-09-03T01:00:00,107.307
2026-09-02,B,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-03T01:00:00,2026-09-03T02:00:00,84.312
2026-09-02,B,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-03T02:00:00,2026-09-03T03:00:00,72.815
2026-09-02,B,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-03T03:00:00,2026-09-03T04:00:00,68.983
2026-09-02,B,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-03T04:00:00,2026-09-03T05:00:00,67.45
2026-09-02,B,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-03T05:00:00,2026-09-03T06:00:00,65.15
2026-09-02,B,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-03T06:00:00,2026-09-03T07:00:00,62.851
2026-09-02,B,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-03T07:00:00,2026-09-03T08:00:00,61.318
2026-09-02,B,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-02T20:00:00,2026-09-02T21:00:00,31.245
2026-09-02,B,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-02T21:00:00,2026-09-02T22:00:00,33.083
2026-09-02,B,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-02T22:00:00,2026-09-02T23:00:00,62.491
2026-09-02,B,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-02T23:00:00,2026-09-03T00:00:00,68.004
2026-09-02,B,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-03T00:00:00,2026-09-03T01:00:00,51.463
2026-09-02,B,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-03T01:00:00,2026-09-03T02:00:00,40.435
2026-09-02,B,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-03T02:00:00,2026-09-03T03:00:00,34.921
2026-09-02,B,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-03T03:00:00,2026-09-03T04:00:00,33.083
2026-09-02,B,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-03T04:00:00,2026-09-03T05:00:00,32.348
2026-09-02,B,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-03T05:00:00,2026-09-03T06:00:00,31.245
2026-09-02,B,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-03T06:00:00,2026-09-03T07:00:00,30.143
2026-09-02,B,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-03T07:00:00,2026-09-03T08:00:00,29.407
2026-09-03,A,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-03T08:00:00,2026-09-03T09:00:00,47.321
2026-09-03,A,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-03T09:00:00,2026-09-03T10:00:00,51.218
2026-09-03,A,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-03T10:00:00,2026-09-03T11:00:00,55.672
2026-09-03,A,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-03T11:00:00,2026-09-03T12:00:00,58.456
2026-09-03,A,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-03T12:00:00,2026-09-03T13:00:00,61.239
2026-09-03,A,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-03T13:00:00,2026-09-03T14:00:00,57.899
2026-09-03,A,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-03T14:00:00,2026-09-03T15:00:00,54.558
2026-09-03,A,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-03T15:00:00,2026-09-03T16:00:00,55.672
2026-09-03,A,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-03T16:00:00,2026-09-03T17:00:00,60.126
2026-09-03,A,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-03T17:00:00,2026-09-03T18:00:00,58.456
2026-09-03,A,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-03T18:00:00,2026-09-03T19:00:00,54.002
2026-09-03,A,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-03T19:00:00,2026-09-03T20:00:00,53.445
2026-09-03,A,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-03T08:00:00,2026-09-03T09:00:00,22.695
2026-09-03,A,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-03T09:00:00,2026-09-03T10:00:00,24.564
2026-09-03,A,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-03T10:00:00,2026-09-03T11:00:00,26.699
2026-09-03,A,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-03T11:00:00,2026-09-03T12:00:00,28.034
2026-09-03,A,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-03T12:00:00,2026-09-03T13:00:00,29.369
2026-09-03,A,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-03T13:00:00,2026-09-03T14:00:00,27.767
2026-09-03,A,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-03T14:00:00,2026-09-03T15:00:00,26.166
2026-09-03,A,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-03T15:00:00,2026-09-03T16:00:00,26.699
2026-09-03,A,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-03T16:00:00,2026-09-03T17:00:00,28.835
2026-09-03,A,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-03T17:00:00,2026-09-03T18:00:00,28.034
2026-09-03,A,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-03T18:00:00,2026-09-03T19:00:00,25.899
2026-09-03,A,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-03T19:00:00,2026-09-03T20:00:00,25.632
2026-09-03,B,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-03T20:00:00,2026-09-03T21:00:00,44.482
2026-09-03,B,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-03T21:00:00,2026-09-03T22:00:00,48.145
2026-09-03,B,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-03T22:00:00,2026-09-03T23:00:00,52.331
2026-09-03,B,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-03T23:00:00,2026-09-04T00:00:00,54.948
2026-09-03,B,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-04T00:00:00,2026-09-04T01:00:00,57.565
2026-09-03,B,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-04T01:00:00,2026-09-04T02:00:00,54.425
2026-09-03,B,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-04T02:00:00,2026-09-04T03:00:00,51.285
2026-09-03,B,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-04T03:00:00,2026-09-04T04:00:00,52.331
2026-09-03,B,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-04T04:00:00,2026-09-04T05:00:00,56.518
2026-09-03,B,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-04T05:00:00,2026-09-04T06:00:00,54.948
2026-09-03,B,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-04T06:00:00,2026-09-04T07:00:00,50.762
2026-09-03,B,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-04T07:00:00,2026-09-04T08:00:00,50.238
2026-09-03,B,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-03T20:00:00,2026-09-03T21:00:00,21.333
2026-09-03,B,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-03T21:00:00,2026-09-03T22:00:00,23.09
2026-09-03,B,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-03T22:00:00,2026-09-03T23:00:00,25.097
2026-09-03,B,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-03T23:00:00,2026-09-04T00:00:00,26.352
2026-09-03,B,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-04T00:00:00,2026-09-04T01:00:00,27.607
2026-09-03,B,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-04T01:00:00,2026-09-04T02:00:00,26.101
2026-09-03,B,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-04T02:00:00,2026-09-04T03:00:00,24.595
2026-09-03,B,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-04T03:00:00,2026-09-04T04:00:00,25.097
2026-09-03,B,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-04T04:00:00,2026-09-04T05:00:00,27.105
2026-09-03,B,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-04T05:00:00,2026-09-04T06:00:00,26.352
2026-09-03,B,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-04T06:00:00,2026-09-04T07:00:00,24.345
2026-09-03,B,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-04T07:00:00,2026-09-04T08:00:00,24.094
2026-09-04,A,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-04T08:00:00,2026-09-04T09:00:00,26.657
2026-09-04,A,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-04T09:00:00,2026-09-04T10:00:00,28.853
2026-09-04,A,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-04T10:00:00,2026-09-04T11:00:00,31.362
2026-09-04,A,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-04T11:00:00,2026-09-04T12:00:00,32.93
2026-09-04,A,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-04T12:00:00,2026-09-04T13:00:00,34.498
2026-09-04,A,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-04T13:00:00,2026-09-04T14:00:00,32.616
2026-09-04,A,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-04T14:00:00,2026-09-04T15:00:00,30.735
2026-09-04,A,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-04T15:00:00,2026-09-04T16:00:00,31.362
2026-09-04,A,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-04T16:00:00,2026-09-04T17:00:00,33.871
2026-09-04,A,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-04T17:00:00,2026-09-04T18:00:00,32.93
2026-09-04,A,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-04T18:00:00,2026-09-04T19:00:00,30.421
2026-09-04,A,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-04T19:00:00,2026-09-04T20:00:00,30.107
2026-09-04,A,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-04T08:00:00,2026-09-04T09:00:00,12.784
2026-09-04,A,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-04T09:00:00,2026-09-04T10:00:00,13.837
2026-09-04,A,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-04T10:00:00,2026-09-04T11:00:00,15.041
2026-09-04,A,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-04T11:00:00,2026-09-04T12:00:00,15.793
2026-09-04,A,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-04T12:00:00,2026-09-04T13:00:00,16.545
2026-09-04,A,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-04T13:00:00,2026-09-04T14:00:00,15.642
2026-09-04,A,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-04T14:00:00,2026-09-04T15:00:00,14.74
2026-09-04,A,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-04T15:00:00,2026-09-04T16:00:00,15.041
2026-09-04,A,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-04T16:00:00,2026-09-04T17:00:00,16.244
2026-09-04,A,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-04T17:00:00,2026-09-04T18:00:00,15.793
2026-09-04,A,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-04T18:00:00,2026-09-04T19:00:00,14.589
2026-09-04,A,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-04T19:00:00,2026-09-04T20:00:00,14.439
2026-09-04,B,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-04T20:00:00,2026-09-04T21:00:00,5.4
2026-09-04,B,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-04T21:00:00,2026-09-04T22:00:00,5.844
2026-09-04,B,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-04T22:00:00,2026-09-04T23:00:00,6.352
2026-09-04,B,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-04T23:00:00,2026-09-05T00:00:00,6.67
2026-09-04,B,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-05T00:00:00,2026-09-05T01:00:00,6.988
2026-09-04,B,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-05T01:00:00,2026-09-05T02:00:00,6.607
2026-09-04,B,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-05T02:00:00,2026-09-05T03:00:00,6.225
2026-09-04,B,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-05T03:00:00,2026-09-05T04:00:00,6.352
2026-09-04,B,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-05T04:00:00,2026-09-05T05:00:00,6.861
2026-09-04,B,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-05T05:00:00,2026-09-05T06:00:00,6.67
2026-09-04,B,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-05T06:00:00,2026-09-05T07:00:00,6.162
2026-09-04,B,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-05T07:00:00,2026-09-05T08:00:00,6.098
2026-09-04,B,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-04T20:00:00,2026-09-04T21:00:00,2.59
2026-09-04,B,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-04T21:00:00,2026-09-04T22:00:00,2.803
2026-09-04,B,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-04T22:00:00,2026-09-04T23:00:00,3.047
2026-09-04,B,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-04T23:00:00,2026-09-05T00:00:00,3.199
2026-09-04,B,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-05T00:00:00,2026-09-05T01:00:00,3.351
2026-09-04,B,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-05T01:00:00,2026-09-05T02:00:00,3.168
2026-09-04,B,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-05T02:00:00,2026-09-05T03:00:00,2.986
2026-09-04,B,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-05T03:00:00,2026-09-05T04:00:00,3.046
2026-09-04,B,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-05T04:00:00,2026-09-05T05:00:00,3.29
2026-09-04,B,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-05T05:00:00,2026-09-05T06:00:00,3.199
2026-09-04,B,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-05T06:00:00,2026-09-05T07:00:00,2.955
2026-09-04,B,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-05T07:00:00,2026-09-05T08:00:00,2.925
2026-09-05,A,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-05T08:00:00,2026-09-05T09:00:00,1.086
2026-09-05,A,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-05T09:00:00,2026-09-05T10:00:00,1.175
2026-09-05,A,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-05T10:00:00,2026-09-05T11:00:00,1.277
2026-09-05,A,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-05T11:00:00,2026-09-05T12:00:00,1.341
2026-09-05,A,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-05T12:00:00,2026-09-05T13:00:00,1.405
2026-09-05,A,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-05T13:00:00,2026-09-05T14:00:00,1.328
2026-09-05,A,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-05T14:00:00,2026-09-05T15:00:00,1.252
2026-09-05,A,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-05T15:00:00,2026-09-05T16:00:00,1.277
2026-09-05,A,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-05T16:00:00,2026-09-05T17:00:00,1.379
2026-09-05,A,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-05T17:00:00,2026-09-05T18:00:00,1.341
2026-09-05,A,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-05T18:00:00,2026-09-05T19:00:00,1.239
2026-09-05,A,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-05T19:00:00,2026-09-05T20:00:00,1.226
2026-09-05,A,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-05T08:00:00,2026-09-05T09:00:00,0.521
2026-09-05,A,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-05T09:00:00,2026-09-05T10:00:00,0.564
2026-09-05,A,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-05T10:00:00,2026-09-05T11:00:00,0.613
2026-09-05,A,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-05T11:00:00,2026-09-05T12:00:00,0.643
2026-09-05,A,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-05T12:00:00,2026-09-05T13:00:00,0.674
2026-09-05,A,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-05T13:00:00,2026-09-05T14:00:00,0.637
2026-09-05,A,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-05T14:00:00,2026-09-05T15:00:00,0.6
2026-09-05,A,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-05T15:00:00,2026-09-05T16:00:00,0.612
2026-09-05,A,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-05T16:00:00,2026-09-05T17:00:00,0.661
2026-09-05,A,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-05T17:00:00,2026-09-05T18:00:00,0.643
2026-09-05,A,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-05T18:00:00,2026-09-05T19:00:00,0.594
2026-09-05,A,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-05T19:00:00,2026-09-05T20:00:00,0.588
2026-09-05,B,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-05T20:00:00,2026-09-05T21:00:00,32.638
2026-09-05,B,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-05T21:00:00,2026-09-05T22:00:00,35.326
2026-09-05,B,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-05T22:00:00,2026-09-05T23:00:00,38.398
2026-09-05,B,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-05T23:00:00,2026-09-06T00:00:00,40.317
2026-09-05,B,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-06T00:00:00,2026-09-06T01:00:00,42.237
